"Reservoir","DateTime","Taxon","size","sd"
"BVR",2020-06-04,"Bosmina",NA,NA
"BVR",2020-06-04,"Calanoida",NA,NA
"BVR",2020-06-04,"Ceriodaphnia",NA,NA
"BVR",2020-06-04,"Cladocera",0.856140350877193,NA
"BVR",2020-06-04,"Conochilus",NA,NA
"BVR",2020-06-04,"Copepoda",0.24375,NA
"BVR",2020-06-04,"Cyclopoida",0.378947368421053,NA
"BVR",2020-06-04,"Daphnia",0.856140350877193,NA
"BVR",2020-06-04,"Kellicottia",0.105263157894737,NA
"BVR",2020-06-04,"Keratella",0.115789473684211,NA
"BVR",2020-06-04,"Nauplii",0.162631578947368,NA
"BVR",2020-06-04,"Polyarthra",0.0917293233082707,NA
"BVR",2020-06-04,"Rotifera",0.111842105263158,NA
"BVR",2020-06-04,"Trichocerca",0.221052631578947,NA
"BVR",2020-06-25,"Ascomorpha",NA,NA
"BVR",2020-06-25,"Bosmina",NA,NA
"BVR",2020-06-25,"Calanoida",NA,NA
"BVR",2020-06-25,"Ceriodaphnia",NA,NA
"BVR",2020-06-25,"Cladocera",0.755263157894737,NA
"BVR",2020-06-25,"Conochilus",0.105263157894737,NA
"BVR",2020-06-25,"Copepoda",0.196733212341198,NA
"BVR",2020-06-25,"Cyclopoida",0.304093567251462,NA
"BVR",2020-06-25,"Daphnia",0.868421052631579,NA
"BVR",2020-06-25,"Kellicottia",0.107894736842105,NA
"BVR",2020-06-25,"Keratella",0.106072874493927,NA
"BVR",2020-06-25,"Nauplii",0.148421052631579,NA
"BVR",2020-06-25,"Polyarthra",0.0842105263157895,NA
"BVR",2020-06-25,"Rotifera",0.109539473684211,NA
"BVR",2020-06-25,"Trichocerca",0.2,NA
"BVR",2020-07-02,"Ascomorpha",NA,NA
"BVR",2020-07-02,"Bosmina",NA,NA
"BVR",2020-07-02,"Calanoida",NA,NA
"BVR",2020-07-02,"Ceriodaphnia",NA,NA
"BVR",2020-07-02,"Cladocera",0.705263157894737,NA
"BVR",2020-07-02,"Conochilus",NA,NA
"BVR",2020-07-02,"Copepoda",0.226794258373206,NA
"BVR",2020-07-02,"Cyclopoida",0.328947368421053,NA
"BVR",2020-07-02,"Daphnia",0.83859649122807,NA
"BVR",2020-07-02,"Kellicottia",0.110526315789474,NA
"BVR",2020-07-02,"Keratella",0.0957894736842105,NA
"BVR",2020-07-02,"Nauplii",0.151578947368421,NA
"BVR",2020-07-02,"Polyarthra",NA,NA
"BVR",2020-07-02,"Rotifera",0.105263157894737,NA
"BVR",2020-07-02,"Trichocerca",NA,NA
"BVR",2020-08-06,"Ascomorpha",NA,NA
"BVR",2020-08-06,"Bosmina",0.203508771929825,NA
"BVR",2020-08-06,"Calanoida",0.147368421052632,NA
"BVR",2020-08-06,"Ceriodaphnia",0.344736842105263,NA
"BVR",2020-08-06,"Cladocera",0.360233918128655,NA
"BVR",2020-08-06,"Conochilus",0.0926315789473684,NA
"BVR",2020-08-06,"Copepoda",0.17504873294347,NA
"BVR",2020-08-06,"Cyclopoida",0.339473684210526,NA
"BVR",2020-08-06,"Daphnia",0.626315789473684,NA
"BVR",2020-08-06,"Kellicottia",0.115789473684211,NA
"BVR",2020-08-06,"Keratella",0.0992481203007519,NA
"BVR",2020-08-06,"Nauplii",0.146453089244851,NA
"BVR",2020-08-06,"Polyarthra",NA,NA
"BVR",2020-08-06,"Rotifera",0.132894736842105,NA
"BVR",2020-08-06,"Trichocerca",0.268421052631579,NA
"BVR",2020-08-12,"Ascomorpha",NA,NA
"BVR",2020-08-12,"Bosmina",NA,NA
"BVR",2020-08-12,"Calanoida",0.148421052631579,0.00148864585512905
"BVR",2020-08-12,"Ceriodaphnia",0.40219298245614,0.0663687943745268
"BVR",2020-08-12,"Cladocera",0.382894736842105,0.124674090367102
"BVR",2020-08-12,"Conochilus",NA,NA
"BVR",2020-08-12,"Copepoda",0.219,0.0631930165502507
"BVR",2020-08-12,"Cyclopoida",NA,NA
"BVR",2020-08-12,"Daphnia",0.321052631578947,0.305172400301563
"BVR",2020-08-12,"Kellicottia",0.126315789473684,NA
"BVR",2020-08-12,"Keratella",0.114542936288088,0.00920609936724836
"BVR",2020-08-12,"Nauplii",0.155570175438597,0.010110386432755
"BVR",2020-08-12,"Polyarthra",NA,NA
"BVR",2020-08-12,"Rotifera",0.143233082706766,0.0393427833141388
"BVR",2020-08-12,"Trichocerca",0.221052631578948,0.133978126961662
"BVR",2020-08-13,"Ascomorpha",NA,NA
"BVR",2020-08-13,"Bosmina",0.210526315789474,0.0148864585512955
"BVR",2020-08-13,"Calanoida",0.189473684210526,0.0446593756538871
"BVR",2020-08-13,"Ceriodaphnia",0.423031938821413,0.0451683144077775
"BVR",2020-08-13,"Cladocera",0.40694042799306,0.04171480143495
"BVR",2020-08-13,"Conochilus",0.126315789473684,0.0148864585512955
"BVR",2020-08-13,"Copepoda",0.230311890838207,0.0685052768517963
"BVR",2020-08-13,"Cyclopoida",NA,NA
"BVR",2020-08-13,"Daphnia",0.91578947368421,NA
"BVR",2020-08-13,"Kellicottia",0.105263157894737,0
"BVR",2020-08-13,"Keratella",0.111902834008098,0.00251924683175756
"BVR",2020-08-13,"Nauplii",0.166992481203007,0.000956986621154994
"BVR",2020-08-13,"Polyarthra",0.136842105263158,NA
"BVR",2020-08-13,"Rotifera",0.129540229885058,0.015972998916821
"BVR",2020-08-13,"Trichocerca",0.236842105263158,0.111648439134719
"BVR",2020-09-03,"Ascomorpha",NA,NA
"BVR",2020-09-03,"Bosmina",0.194736842105263,NA
"BVR",2020-09-03,"Calanoida",0.173684210526316,NA
"BVR",2020-09-03,"Ceriodaphnia",0.470445344129555,NA
"BVR",2020-09-03,"Cladocera",0.433684210526316,NA
"BVR",2020-09-03,"Conochilus",0.115789473684211,NA
"BVR",2020-09-03,"Copepoda",0.253070175438597,NA
"BVR",2020-09-03,"Cyclopoida",0.299368421052632,NA
"BVR",2020-09-03,"Daphnia",NA,NA
"BVR",2020-09-03,"Kellicottia",NA,NA
"BVR",2020-09-03,"Keratella",0.115789473684211,NA
"BVR",2020-09-03,"Nauplii",0.174162679425837,NA
"BVR",2020-09-03,"Polyarthra",NA,NA
"BVR",2020-09-03,"Rotifera",0.161556064073227,NA
"BVR",2020-09-03,"Trichocerca",0.305263157894737,NA
"BVR",2020-10-01,"Ascomorpha",NA,NA
"BVR",2020-10-01,"Bosmina",0.267368421052632,NA
"BVR",2020-10-01,"Calanoida",NA,NA
"BVR",2020-10-01,"Ceriodaphnia",0.573684210526316,NA
"BVR",2020-10-01,"Cladocera",0.390092879256966,NA
"BVR",2020-10-01,"Conochilus",NA,NA
"BVR",2020-10-01,"Copepoda",0.216776315789474,NA
"BVR",2020-10-01,"Cyclopoida",0.322488038277512,NA
"BVR",2020-10-01,"Daphnia",0.515789473684211,NA
"BVR",2020-10-01,"Kellicottia",NA,NA
"BVR",2020-10-01,"Keratella",0.115789473684211,NA
"BVR",2020-10-01,"Nauplii",0.16140350877193,NA
"BVR",2020-10-01,"Polyarthra",0.189473684210526,NA
"BVR",2020-10-01,"Rotifera",0.235627530364372,NA
"BVR",2020-10-01,"Trichocerca",0.335087719298246,NA
"BVR",2020-11-10,"Ascomorpha",NA,NA
"BVR",2020-11-10,"Bosmina",0.310526315789474,NA
"BVR",2020-11-10,"Calanoida",0.168421052631579,NA
"BVR",2020-11-10,"Ceriodaphnia",NA,NA
"BVR",2020-11-10,"Cladocera",0.519298245614035,NA
"BVR",2020-11-10,"Conochilus",NA,NA
"BVR",2020-11-10,"Copepoda",0.282957393483709,NA
"BVR",2020-11-10,"Cyclopoida",0.285645933014354,NA
"BVR",2020-11-10,"Daphnia",0.936842105263158,NA
"BVR",2020-11-10,"Kellicottia",NA,NA
"BVR",2020-11-10,"Keratella",0.0947368421052632,NA
"BVR",2020-11-10,"Nauplii",0.15719298245614,NA
"BVR",2020-11-10,"Polyarthra",0.185645933014354,NA
"BVR",2020-11-10,"Rotifera",0.156275303643725,NA
"BVR",2020-11-10,"Trichocerca",NA,NA
"BVR",2020-12-02,"Ascomorpha",0.136842105263158,NA
"BVR",2020-12-02,"Bosmina",0.335338345864662,NA
"BVR",2020-12-02,"Calanoida",0.224561403508772,NA
"BVR",2020-12-02,"Ceriodaphnia",NA,NA
"BVR",2020-12-02,"Cladocera",0.349282296650718,NA
"BVR",2020-12-02,"Conochilus",0.107894736842105,NA
"BVR",2020-12-02,"Copepoda",0.266315789473684,NA
"BVR",2020-12-02,"Cyclopoida",0.299122807017544,NA
"BVR",2020-12-02,"Daphnia",0.642105263157895,NA
"BVR",2020-12-02,"Kellicottia",NA,NA
"BVR",2020-12-02,"Keratella",0.115789473684211,NA
"BVR",2020-12-02,"Nauplii",0.217105263157895,NA
"BVR",2020-12-02,"Polyarthra",0.178947368421053,NA
"BVR",2020-12-02,"Rotifera",0.183157894736842,NA
"BVR",2020-12-02,"Trichocerca",NA,NA
"BVR",2021-03-08,"Ascomorpha",NA,NA
"BVR",2021-03-08,"Bosmina",0.329323308270677,NA
"BVR",2021-03-08,"Calanoida",0.315789473684211,NA
"BVR",2021-03-08,"Ceriodaphnia",NA,NA
"BVR",2021-03-08,"Cladocera",0.403157894736842,NA
"BVR",2021-03-08,"Conochilus",0.111578947368421,NA
"BVR",2021-03-08,"Copepoda",0.315789473684211,NA
"BVR",2021-03-08,"Cyclopoida",NA,NA
"BVR",2021-03-08,"Daphnia",0.575438596491228,NA
"BVR",2021-03-08,"Kellicottia",NA,NA
"BVR",2021-03-08,"Keratella",0.12280701754386,NA
"BVR",2021-03-08,"Nauplii",0.315789473684211,NA
"BVR",2021-03-08,"Polyarthra",0.116842105263158,NA
"BVR",2021-03-08,"Rotifera",0.118005540166205,NA
"BVR",2021-03-08,"Trichocerca",NA,NA
"BVR",2021-04-05,"Ascomorpha",NA,NA
"BVR",2021-04-05,"Bosmina",0.473684210526316,NA
"BVR",2021-04-05,"Calanoida",0.155263157894737,NA
"BVR",2021-04-05,"Ceriodaphnia",NA,NA
"BVR",2021-04-05,"Cladocera",0.486842105263158,NA
"BVR",2021-04-05,"Conochilus",0.121804511278195,NA
"BVR",2021-04-05,"Copepoda",0.271804511278195,NA
"BVR",2021-04-05,"Cyclopoida",0.357236842105263,NA
"BVR",2021-04-05,"Daphnia",0.576842105263158,NA
"BVR",2021-04-05,"Kellicottia",0.107894736842105,NA
"BVR",2021-04-05,"Keratella",0.0982456140350877,NA
"BVR",2021-04-05,"Nauplii",0.157894736842105,NA
"BVR",2021-04-05,"Polyarthra",0.116959064327485,NA
"BVR",2021-04-05,"Rotifera",0.151235230934479,NA
"BVR",2021-04-05,"Trichocerca",NA,NA
"BVR",2021-05-14,"Ascomorpha",NA,NA
"BVR",2021-05-14,"Bosmina",NA,NA
"BVR",2021-05-14,"Calanoida",NA,NA
"BVR",2021-05-14,"Ceriodaphnia",NA,NA
"BVR",2021-05-14,"Cladocera",NA,NA
"BVR",2021-05-14,"Conochilus",0.103759398496241,NA
"BVR",2021-05-14,"Copepoda",0.17165991902834,NA
"BVR",2021-05-14,"Cyclopoida",0.256140350877193,NA
"BVR",2021-05-14,"Daphnia",NA,NA
"BVR",2021-05-14,"Kellicottia",0.115789473684211,NA
"BVR",2021-05-14,"Keratella",0.105263157894737,NA
"BVR",2021-05-14,"Nauplii",0.146315789473684,NA
"BVR",2021-05-14,"Polyarthra",0.110526315789474,NA
"BVR",2021-05-14,"Rotifera",0.130769230769231,NA
"BVR",2021-05-14,"Trichocerca",NA,NA
"BVR",2021-06-15,"Ascomorpha",NA,NA
"BVR",2021-06-15,"Bosmina",0.294736842105263,NA
"BVR",2021-06-15,"Calanoida",0.257894736842106,0.0372161463782398
"BVR",2021-06-15,"Ceriodaphnia",0.370175438596491,0.0917998277329905
"BVR",2021-06-15,"Cladocera",0.729733424470266,0.0750122846480879
"BVR",2021-06-15,"Conochilus",0.11875,0.00325641280809542
"BVR",2021-06-15,"Copepoda",0.241052631578947,0.00148864585512976
"BVR",2021-06-15,"Cyclopoida",0.294216066481994,0.00700447049729372
"BVR",2021-06-15,"Daphnia",0.835029239766082,0.077823097204274
"BVR",2021-06-15,"Kellicottia",NA,NA
"BVR",2021-06-15,"Keratella",0.115789473684211,0
"BVR",2021-06-15,"Nauplii",0.181537176274018,0.00697064328989252
"BVR",2021-06-15,"Polyarthra",NA,NA
"BVR",2021-06-15,"Rotifera",0.12389594676346,0.00838432723004028
"BVR",2021-06-15,"Trichocerca",NA,NA
"BVR",2021-06-16,"Ascomorpha",NA,NA
"BVR",2021-06-16,"Bosmina",NA,NA
"BVR",2021-06-16,"Calanoida",0.157017543859649,0.0235702260395521
"BVR",2021-06-16,"Ceriodaphnia",0.48421052631579,0.20841041971814
"BVR",2021-06-16,"Cladocera",0.786370829033368,0.0220767153286862
"BVR",2021-06-16,"Conochilus",0.111578947368421,NA
"BVR",2021-06-16,"Copepoda",0.232368421052632,0.0160029429426433
"BVR",2021-06-16,"Cyclopoida",0.299912280701754,0.000620269106303873
"BVR",2021-06-16,"Daphnia",0.855432330827067,0.0430378149902637
"BVR",2021-06-16,"Kellicottia",0.105263157894737,NA
"BVR",2021-06-16,"Keratella",0.115789473684211,0
"BVR",2021-06-16,"Nauplii",0.176784897025172,0.0157116861449
"BVR",2021-06-16,"Polyarthra",NA,NA
"BVR",2021-06-16,"Rotifera",0.125328947368421,0.0153516603810241
"BVR",2021-06-16,"Trichocerca",0.182456140350877,NA
"BVR",2021-06-28,"Ascomorpha",NA,NA
"BVR",2021-06-28,"Bosmina",NA,NA
"BVR",2021-06-28,"Calanoida",0.189473684210526,NA
"BVR",2021-06-28,"Ceriodaphnia",0.449122807017544,NA
"BVR",2021-06-28,"Cladocera",0.686315789473684,NA
"BVR",2021-06-28,"Conochilus",NA,NA
"BVR",2021-06-28,"Copepoda",0.228947368421053,NA
"BVR",2021-06-28,"Cyclopoida",0.31859649122807,NA
"BVR",2021-06-28,"Daphnia",1.04210526315789,NA
"BVR",2021-06-28,"Kellicottia",NA,NA
"BVR",2021-06-28,"Keratella",0.114736842105263,NA
"BVR",2021-06-28,"Nauplii",0.164912280701754,NA
"BVR",2021-06-28,"Polyarthra",NA,NA
"BVR",2021-06-28,"Rotifera",0.11497975708502,NA
"BVR",2021-06-28,"Trichocerca",NA,NA
"BVR",2021-07-07,"Ascomorpha",NA,NA
"BVR",2021-07-07,"Bosmina",0.254385964912281,0.0173675349765117
"BVR",2021-07-07,"Calanoida",0.221052631578947,NA
"BVR",2021-07-07,"Ceriodaphnia",0.326315789473684,NA
"BVR",2021-07-07,"Cladocera",0.521315789473685,0.0338666932041976
"BVR",2021-07-07,"Conochilus",0.119298245614035,NA
"BVR",2021-07-07,"Copepoda",0.239447302466693,0.0119110323120335
"BVR",2021-07-07,"Cyclopoida",0.283184569611163,0.0157860301206724
"BVR",2021-07-07,"Daphnia",0.944736842105263,0.0260513024647676
"BVR",2021-07-07,"Kellicottia",0.102631578947369,0.011164843913472
"BVR",2021-07-07,"Keratella",0.115263157894737,0.000744322927565233
"BVR",2021-07-07,"Nauplii",0.167192982456141,0.0042178299228666
"BVR",2021-07-07,"Polyarthra",0.11578947368421,0.0148864585512955
"BVR",2021-07-07,"Rotifera",0.12427786638313,0.0015287440599814
"BVR",2021-07-07,"Trichocerca",0.181578947368421,0.0111648439134714
"BVR",2021-07-08,"Ascomorpha",NA,NA
"BVR",2021-07-08,"Bosmina",0.271578947368421,NA
"BVR",2021-07-08,"Calanoida",NA,NA
"BVR",2021-07-08,"Ceriodaphnia",NA,NA
"BVR",2021-07-08,"Cladocera",0.489473684210526,0.186080731891197
"BVR",2021-07-08,"Conochilus",0.136842105263158,NA
"BVR",2021-07-08,"Copepoda",0.208096349745331,0.0229749677843085
"BVR",2021-07-08,"Cyclopoida",0.288684210526315,0.0718271625100019
"BVR",2021-07-08,"Daphnia",0.597368421052632,0.033494531740415
"BVR",2021-07-08,"Kellicottia",0.115789473684211,NA
"BVR",2021-07-08,"Keratella",0.115789473684211,0
"BVR",2021-07-08,"Nauplii",0.162593984962406,0.0103673550625093
"BVR",2021-07-08,"Polyarthra",0.115789473684211,NA
"BVR",2021-07-08,"Rotifera",0.133040935672515,0.000413512737535687
"BVR",2021-07-08,"Trichocerca",0.307894736842105,0.0855971366699502
"BVR",2021-07-26,"Ascomorpha",NA,NA
"BVR",2021-07-26,"Bosmina",0.226315789473684,NA
"BVR",2021-07-26,"Calanoida",NA,NA
"BVR",2021-07-26,"Ceriodaphnia",0.357894736842105,NA
"BVR",2021-07-26,"Cladocera",0.365789473684211,NA
"BVR",2021-07-26,"Conochilus",NA,NA
"BVR",2021-07-26,"Copepoda",0.218306636155606,NA
"BVR",2021-07-26,"Cyclopoida",0.268421052631579,NA
"BVR",2021-07-26,"Daphnia",0.652631578947368,NA
"BVR",2021-07-26,"Kellicottia",0.105263157894737,NA
"BVR",2021-07-26,"Keratella",0.111842105263158,NA
"BVR",2021-07-26,"Nauplii",0.163636363636364,NA
"BVR",2021-07-26,"Polyarthra",0.189473684210526,NA
"BVR",2021-07-26,"Rotifera",0.118796992481203,NA
"BVR",2021-07-26,"Trichocerca",NA,NA
"BVR",2021-08-23,"Ascomorpha",NA,NA
"BVR",2021-08-23,"Bosmina",0.248621553884712,NA
"BVR",2021-08-23,"Calanoida",0.189473684210526,NA
"BVR",2021-08-23,"Ceriodaphnia",0.475187969924812,NA
"BVR",2021-08-23,"Cladocera",0.348830409356725,NA
"BVR",2021-08-23,"Conochilus",NA,NA
"BVR",2021-08-23,"Copepoda",0.371052631578947,NA
"BVR",2021-08-23,"Cyclopoida",0.484829721362229,NA
"BVR",2021-08-23,"Daphnia",NA,NA
"BVR",2021-08-23,"Kellicottia",0.106766917293233,NA
"BVR",2021-08-23,"Keratella",0.109473684210526,NA
"BVR",2021-08-23,"Nauplii",0.195215311004785,NA
"BVR",2021-08-23,"Polyarthra",NA,NA
"BVR",2021-08-23,"Rotifera",0.11733746130031,NA
"BVR",2021-08-23,"Trichocerca",0.189473684210526,NA
"BVR",2021-09-21,"Ascomorpha",NA,NA
"BVR",2021-09-21,"Bosmina",0.244078947368421,NA
"BVR",2021-09-21,"Calanoida",0.20233918128655,NA
"BVR",2021-09-21,"Ceriodaphnia",0.459649122807018,NA
"BVR",2021-09-21,"Cladocera",0.321739130434783,NA
"BVR",2021-09-21,"Conochilus",NA,NA
"BVR",2021-09-21,"Copepoda",0.281676413255361,NA
"BVR",2021-09-21,"Cyclopoida",0.334736842105263,NA
"BVR",2021-09-21,"Daphnia",0.757894736842105,NA
"BVR",2021-09-21,"Kellicottia",0.105263157894737,NA
"BVR",2021-09-21,"Keratella",0.111842105263158,NA
"BVR",2021-09-21,"Nauplii",0.193233082706767,NA
"BVR",2021-09-21,"Polyarthra",0.110526315789474,NA
"BVR",2021-09-21,"Rotifera",0.16,NA
"BVR",2021-09-21,"Trichocerca",0.318796992481203,NA
"BVR",2021-10-26,"Ascomorpha",NA,NA
"BVR",2021-10-26,"Bosmina",0.32200956937799,NA
"BVR",2021-10-26,"Calanoida",0.2,NA
"BVR",2021-10-26,"Ceriodaphnia",NA,NA
"BVR",2021-10-26,"Cladocera",0.32200956937799,NA
"BVR",2021-10-26,"Conochilus",0.114285714285714,NA
"BVR",2021-10-26,"Copepoda",0.301385041551247,NA
"BVR",2021-10-26,"Cyclopoida",0.298245614035088,NA
"BVR",2021-10-26,"Daphnia",NA,NA
"BVR",2021-10-26,"Kellicottia",0.105263157894737,NA
"BVR",2021-10-26,"Keratella",0.114912280701754,NA
"BVR",2021-10-26,"Nauplii",0.202631578947368,NA
"BVR",2021-10-26,"Polyarthra",0.150877192982456,NA
"BVR",2021-10-26,"Rotifera",0.117073170731707,NA
"BVR",2021-10-26,"Trichocerca",NA,NA
"BVR",2021-11-09,"Ascomorpha",NA,NA
"BVR",2021-11-09,"Bosmina",0.32200956937799,NA
"BVR",2021-11-09,"Calanoida",0.184210526315789,NA
"BVR",2021-11-09,"Ceriodaphnia",NA,NA
"BVR",2021-11-09,"Cladocera",0.32200956937799,NA
"BVR",2021-11-09,"Conochilus",NA,NA
"BVR",2021-11-09,"Copepoda",0.37923186344239,NA
"BVR",2021-11-09,"Cyclopoida",0.448421052631579,NA
"BVR",2021-11-09,"Daphnia",NA,NA
"BVR",2021-11-09,"Kellicottia",0.109473684210526,NA
"BVR",2021-11-09,"Keratella",0.111842105263158,NA
"BVR",2021-11-09,"Nauplii",0.154655870445344,NA
"BVR",2021-11-09,"Polyarthra",0.171929824561404,NA
"BVR",2021-11-09,"Rotifera",0.133603238866397,NA
"BVR",2021-11-09,"Trichocerca",NA,NA
"BVR",2021-12-06,"Ascomorpha",NA,NA
"BVR",2021-12-06,"Bosmina",0.319028340080972,NA
"BVR",2021-12-06,"Calanoida",0.211336032388664,NA
"BVR",2021-12-06,"Ceriodaphnia",NA,NA
"BVR",2021-12-06,"Cladocera",0.319028340080972,NA
"BVR",2021-12-06,"Conochilus",0.128947368421053,NA
"BVR",2021-12-06,"Copepoda",0.291666666666667,NA
"BVR",2021-12-06,"Cyclopoida",0.331384015594542,NA
"BVR",2021-12-06,"Daphnia",NA,NA
"BVR",2021-12-06,"Kellicottia",0.111578947368421,NA
"BVR",2021-12-06,"Keratella",0.115789473684211,NA
"BVR",2021-12-06,"Nauplii",0.217728531855956,NA
"BVR",2021-12-06,"Polyarthra",0.184688995215311,NA
"BVR",2021-12-06,"Rotifera",0.138304093567251,NA
"BVR",2021-12-06,"Trichocerca",NA,NA
